verse,label
RT @TrvppyHippy: had to snap real quick ya feel me https://t.co/ZjiFcsHlBO,1
RT @KanyeStanWV: My two @kanyewest tattoos https://t.co/sZOcjMePHc,1
RT @LUVisUzi: We need a collab Mr West...😌 https://t.co/uvCqDLdtZk,1
RT @tyfg_noodles: @kanyewest my tattoos are a daily inspiration thank you for the greatness https://t.co/s2LSXXj2Un,1
RT @KrysJenner: My new bed spread tho #Famous https://t.co/hnvw9eCtdW,1
RT @IconicYeezy: https://t.co/btopYDbxBA,1
RT @YEEZYtaughtyou: @kanyewest the process of greatness https://t.co/bZI9etimc3,1
RT @YEEZYtaughtyou: 🐻 @TeamKanyeDaily @KimKardashian https://t.co/rtzLCa287k,1
RT @traptomcruise22: We are witnessing the greatest artist of all time in action @kanyewes,1
RT @noemikardash: 2024 LETS FUCKIN GOOOOO https://t.co/lkvaNM5Ip3,1
RT @ima_fix_wolves: @kanyewest THANK YOU FOR HELPING REFORM MENTAL AND PHYSICAL PRISONS,1
RT @ScooptyWhooop: THE UNIVERSE IS ON OUR SIDE,1
RT @_camramirez: Happy Birthday Kanye https://t.co/Z07BPpMEn1,1
RT @yoyotrav: I’m speaking a KSG Tour into existence! https://t.co/ORccDewpDC,1
RT @Thugtistics: have too much talent to do that https://t.co/P32M8jxgkK,1
RT @HYPEBEAST: Don C's Air Jordan 312 goes for gold. 🥇 https://t.co/drtNk6xYaJ,1
RT @dirtbagjones: Dragon energy https://t.co/Zth4eVIfoG,1
RT @Treysouls: OUR YEAR https://t.co/df8jtYkZl8,1
"RT @thelifeofyzy: 2024
2024
2024
2024
2024
2024
the year of freeeeeee . @kanyewest🌍❤️",1
RT @NaeomiCampbell: @kanyewest President Kanye West and First Lady Kim Kardashian West 🔥🔥🔥🔥 RUN THAT SHIT!!!,1
RT @weekndvis: @kanyewest YEEZUS JUST ROSE AGAIN,1
RT @lukewilson022: @kanyewest The year we finally achieve free thought and love for everyon,1
RT @BasedCharlie: Kids see ghosts! https://t.co/wsIqBX3cXN,1
"RT @TiaTakesLs: WE GOT LOVE FOR
@kanyewest back NO MATTER WHAT!
KANYE WEST FANS ARE FANS OF THEMSELVES!",1
RT @jeremyyyywest: YEEZUS JUST ROSE AGAIN,1
2024,1
RT @Maha_Sattva: @kanyewest FREEEEEEEEEEE I FEEL FREEEEEEE,1
RT @narcicismo: @kanyewest THANK YOU FOR BEING YOU YE WE LOVE U,1
RT @yetaughtni: @kanyewest Love you Kany,1
Free though,1
RT @NaeomiCampbell: @kanyewest 2019 is gonna be OUR year ✊🏾,1
RT @ima_fix_wolves: @kanyewest YOURE MY FAVORITE SUPERHERO SINCE I WAS BORN YOULL NEVER STOP BEING MY HERO BECAUSE YOU TAUGHT ME TO BELIEVE…,1
RT @KanyePodcast: @kanyewest Steve Jobs mixed with Steve Austin,1
RT @zeinabnajm: @kanyewest WE GOT LOVE FOR YOU FOREVER,1
RT @JaidaRaymond: I’ll love Kanye forever fuck y’a,1
RT @Khlomoney98: @kanyewest we are the futu,1
RT @AdamWolpert1: @kanyewest It’s the paradigm shift big b,1
RT @WavyYeezyy: @kanyewest Change the world with Lov,1
RT @lil_sperm: @kanyewest God firs,1
RT @Maha_Sattva: @kanyewest My 5 year old daughter wrote this the other day https://t.co/V4fP41RCAC,1
RT @KrysJenner: @kanyewest God bless you always 🙏🏻✨,1
RT @ima_fix_wolves: @kanyewest GOD LOVES YOU,1
RT @Khlomoney98: @kanyewest positives vibes only in 2019,1
RT @el_alacran14: @kanyewest That’s the God kind of love! Love everyone ❤️,1
RT @kanyewest: We will change the world. God is on my side. I am a Christian. I am a tax payer. I am myself. God is with us,1
RT @monkeydnahom: @kanyewest WORLD LOVE,1
RT @JaidaRaymond: Saint Pablo needed to be a sin,1
RT @tylerthecreator: https://t.co/eeNXpySJ70,1
We will change the world. God is on my side. I am a Christian. I am a tax payer. I am myself. God is with us,1
Love everyon,1
RT @JeiG11: @kanyewest DRAGON ENERGY ALL LOVE,1
RT @ima_fix_wolves: @kanyewest SAY WHAT YOU FEEL THATS WHAT YOU TAUGHT ME,1
RT @KanyeStanWV: @kanyewest Always be you Kanye! Fuck what everyone else thinks! Always be you,1
RT @Maha_Sattva: @kanyewest That’s why I look up to you,1
RT @astrxx_2: @kanyewest Freedom is key,1
Blacks are 90% Democrats That sounds like control to me 🤔,1
They will not program m,1
RT @SadioKanye: @kanyewest Be yourself no matter wha,1
RT @ScooptyWhooop: @kanyewest DRAGON ENERGY,1
Just so in 2019 you know where I stand,1
🐉🐉🐉,1
Trump all day,1
"RT @KanyeWe15883162: Here's an art of my idol, Ye (inspired my wolves video) @kanyewest @TeamKanyeDaily https://t.co/bh64dL5YGs",1
RT @TeamKanyeDaily: NEW: YE MUST BE BORN AGAIN '19 HOODED SWEATSHIRT https://t.co/tbMHHJPa,1
RT @XXL: This might not help but... https://t.co/D691ncGoNH,1
"RT @AMAZlNGNATURE: Stunning video captures meteorological phenomenon known as cloud iridescence, which painted the sky above Ribeirao Claro…",1
RT @AMAZlNGNATURE: Yosemite National Park is home to the most amazing waterfalls 🌈 https://t.co/awMhKuHMlN,1
RT @AMAZlNGNATURE: Tarantulas 😍 https://t.co/xylANCJpEF,1
RT @AMAZlNGNATURE: Little Arabian Colt Prancing Around https://t.co/Cp9P9gHLS1,1
RT @AMAZlNGNATURE: This is so Magical!! https://t.co/OvArSUExc9,1
RT @AMAZlNGNATURE: BATELEUR AFRICAN EAGLE 🦅 https://t.co/x2Q6IJ6k,1
RT @AMAZlNGNATURE: This is how mushrooms bloom🍄 https://t.co/rkkqr4S3c,1
"RT @AMAZlNGNATURE: Fringe tree frogs 💕
🎥ig: romanne_c https://t.co/9sQNJBlA8",1
RT @AMAZlNGNATURE: Dancing baby Ray will make your day https://t.co/dSHnkZy8nf,1
RT @AMAZlNGNATURE: These beautiful llamas in Italy💕 https://t.co/g2zz6IEyO8,1
RT @AMAZlNGNATURE: Beekeepers have trained dogs to sniff out diseased larva and save entire hives. https://t.co/0fxgl8LLdG,1
Keep moving forward,1
RT @KrysJenner: @malikyusef This album changed my life 😭🔥 https://t.co/M0O7B1qozA,1
RT @Kanyeberly: Here's my Kanye tattoo I've been wanting for almost 6 years @TeamKanyeDaily @KimKardashian https://t.co/CKXecqjrpK,1
RT @NorthMemKardash: @kanyewest just want you to know that you are sooo fucking awesomw I have started my first of my two dedication tats i…,1
RT @noemikardash: Lucky me! I see GHOSTS! 👻 @KidCudi @kanyewest https://t.co/yMvbyWlQRM,1
"RT @TeamKanyeDaily: 7. DadYe the design assistant.
“She be screaming at me, ‘you didn’t hold the plastic right you never gonna sell no cl…",1
RT @virgilabloh: ✨✨✨™️ https://t.co/tDohqN7MaI,1
RT @PUSHA_T: https://t.co/pLHx9mwoG7,1
RT @LUVisUzi: Timeline needs to see this video again💕 https://t.co/lUjDVJe8Ah,1
Yeezy winter campaign 😂😂😂 https://t.co/wR6401unNW,1
2019 we going in Always remember we did five albums in a row I love making music We always feel the lov,1
RT @IconicYeezy: https://t.co/YXOg8goPfN,1
"RT @AdamWolpert1: Uno dos tres quatro cinco, we won 2018 #GOODyear https://t.co/zkToubfo7H",1
RT @subtweetshawn0: I was out numbered ... https://t.co/a64lffr7pm,1
Love everyon,1
If something’s on my mind and spirit I let it ou,1
Tweeting is legal and also therapeutic,1
See when you care about your family you don’t let no man push you to do nothing that could risk your freedom,1
If I got any cooler I would freeze to death,1
I ain’t never followed anyone else’s methods I ain’t trying to be c,1
Or it’s cool if it’s a diss record because it’s more entertaining? Ima break all codes. I ain’t taking advice from… https://t.co/k7b9e1O9P3,1
I only play by God’s rules. I don’t follow no man made codes,1
RT @fancy: Today is our tenth birthday ✨,1
RT @yetaughtni: @kanyewest KSG tour 2019?,1
"RT @noemikardash: being a kanye fan this year has been a rollercoaster, but i wouldn’t trade it for anything! i’ve made so many friends and…",1
even the haters haters are fans ,1
We appreciate all the real ones who made it through 2018 with us Thank goodness for all of our fans and supporters,1
We feel the lov,1
Everything happens for a reason,1
2019 we’re already so thankful for the blessings in ord,1
Refresh,1
New designs new music new ideas renewed spirit we changing everything everyday the vision is crysta,1
I feel stronger than ever We are stronger than ev,1
We feel soooo much love. So much good energy. So much good ,1
I’m drug free and my spirit is connected. No weapon formed against us shall prosp,1
I got to be myself and nobody had to “let me”,1
2018 was so beautifu,1
We’re super happy,1
My dad got me a drone for Christmas 🔥🔥🔥,1
All positive vibes,1
Love everyon,1
Oxygen cost twenty dollars https://t.co/R86SfKWEpM,1
😝 https://t.co/CcyvpVYDyV,1
🤪 https://t.co/DWSkmHGYaA,1
🤔 https://t.co/Zq9zsZSm3p,1
Wait for it... https://t.co/BcpWSARsw1,1
"RT @Soil2Soulutions: Beloved gorilla Koko, famous for learning American Sign Language, passed away at 46. This is her last message to human…",1
"RT @SpaghettiBoys1: KERWIN FROST PRESENTS THE 2018 KARDASHIAN-JENNER-WEST CHRISTMAS PARTY
WATCH THE FULL VIDEO: https://t.co/38GPpJk0BF ht…",1
My dad said he sees a green aura around me so I looked this up and this described me perfectly https://t.co/gnUvpP01Nx,1
Bff https://t.co/wwGQihtBen,1
Legendary Christmas https://t.co/tSdUXB8HF3,1
Pulling up in the may bike 😂 https://t.co/bNFc1RoSud,1
Cube and Short 🐐🐐 https://t.co/kGaduxWabJ,1
RT @Maha_Sattva: GOOD ASS JOB. @chancetherapper @kanyewest https://t.co/SpBXzKhU2,1
https://t.co/3sj7QELxcW,1
🐐🐐 https://t.co/6goG0XAcgd,1
https://t.co/bkBiBfJWV0,1
Yeezy colors https://t.co/dblBPmYWzO,1
Meanwhile https://t.co/VvGYMlTzw0,1
RT @KidCudi: Red Table Talk!! https://t.co/bJ4Xbtqwgv,1
https://t.co/BfGRsXVg7,1
2019 year of the established miracle https://t.co/cl8iQwmj3L,1
Bob Dylan,1
"If I’d thought about it I never would’ve done it, I would’ve let it slide
If I’d lived my life by what others were… https://t.co/VC2gYPgVoW",1
Met with Trav at my crib this morning We expressed ourselves It’s all lov,1
https://t.co/f0QyccE0T6,1
I will put this in question form Who has heard of the twelve lost tribes of Judah? Have you heard that two of… https://t.co/sMhFsuAWpj,1
WE FREE,1
We f,1
I love that we are destigmitizing mental health Gucciman and Quavo have a song Bipolar this is so good for cultu,1
I’m loving the new music I’ve been working on. 6 months off meds I can feel me again. Remember when dark fantasy… https://t.co/BwSi6mJeFx,1
Keep squares out yo circ,1
There was a handler with me at TMZ a so called voice of reason that thank the lord no longer is in my circ,1
I have no more handlers Only fear god,1
I give up drinking every week,1
You don’t make runaway on medication Even alcohol is and addictive substance called spirits that actually bloc… https://t.co/NNhfcTO4pE,1
I cannot be on meds and make watch the throne level or dark fantasy level music,1
God has given me this voice for a reason,1
Perhaps we stop looking at my tweets as rants and start looking at them as therapy testimonials and some even ministry,1
Man makes plans and god laughs,1
I need to speak about how Chance demanding that we record in Chicago reconnected me with my roots and also my faith in Jesus Chris,1
You have to see and feel how happy I am and how strong my family is. We are even stronger because of this through the love and grace of god,1
People said my career was over after TMZ I need to show the world that we so called crazy people will not be just written off,1
I’ve been trying to do a serious interview speaking on mental health but it seems as though all members of press ar… https://t.co/uqybonu9a,1
"RT @JaidaRaymond: Thank u for being you, goat @kanyewest 💜💜💜",1
People try to ‘handle you when they think you have a mental problem,1
We as a society are taking control of our consciousness and raising it togeth,1
The paradigm is shiftin,1
We lov,1
Drake and Trav both love Ye more than anyone and I love those guys back. We love everyon,1
We’re all growing togeth,1
It’s like when you see a tv show from the 60s and it’s super racist and sexis,1
It reminds me of when I said stop hip hop homophobia It used to be ok for rappers to bash gay people just list… https://t.co/aM6vHpPmv9,1
I don’t blame people for not knowing how to handle this that said we as a society will learn togeth,1
I am able to experience first hand how people who have mental health issues get written off by society. Don’t li… https://t.co/IGUCbPfdM,1
No one would ever choose to end up in a mental hospital and diagnosed with a mental disorder but god chose me to pu… https://t.co/4ECgeaKaQ6,1
Drake verbally attacked Cudi when he was in the hospital and went at me after TMZ because I decided to release albu… https://t.co/M3ntuS448L,1
People will no longer take mental health for a jok,1
I know Ariana said this to be cool and didn’t mean no harm but I don’t like even slightest level of slight commenta… https://t.co/NPuop8J2sC,1
RT @i_iove_nature: Look how beautiful are these leopard? https://t.co/m4Ox66qO4,1
"RT @tylerthecreator: one thing i will say. or two. i notice alot of people say "" i love this stuff but i couldnt pull it off"". yes u can wh…",1
"RT @KanyePodcast: @kanyewest @Cartier Info!
Oken has been head of JP Morgan’s Consumer Retail Investment for 27 years. Which is crazy.
Th…",1
Erik Oken and I are @Cartier brothers https://t.co/tGMRbO9L6,1
Typo Lauren Michaels is the goat The world needs that Ye SNL 👽👽👽,1
Meeting with Trav tonight bet it never be a checks over stripes line again on a Trav song on Donda,1
Still waiting to host SNL🤔Lauren in the goat. Ye gotta hos,1
@HIDEO_KOJIMA_EN Let’s please meet today I’m in NY as ,1
Heard Hideo Kojima is in NY We need to meet Does anyone know where he is or how to contact him,1
Brain 🧠 joggers make another appearance https://t.co/GYWtV05qvV,1
https://t.co/kY7UCcRrD,1
Turrell 🐐 https://t.co/MTzZiWeTWS,1
"@cartier the crash watch designed by the CEO of Cartier in 1967 @nickwoodhouse wearing the
Ecrou de cartier with s… https://t.co/0wAxQEfNVd",1
@nickwoodhouse made our own currency https://t.co/Twx7iQAGz,1
Me and JP🙏🏿 heal the world https://t.co/1KwJUA1Gb4,1
Vision https://t.co/W5E8w0jYZS,1
Meditate in positivity,1
All lov,1
All positive vibes,1
I’ve made mistakes and have karma No man is perfect The universe will test us,1
I’m a man about my family and integrity,1
Broke down doors for sneakers fashion music everythin,1
No artist should ever diss me for clout Period,1
I need that love and respect that we didn’t give Michael while I’m aliv,1
If I wasn’t here all artist would do memorial songs,1
If I wasn’t hear all artist would be doing memorial songs,1
I actually like sickomode but I don’t like that that is was sneak disses,1
Love to all artis,1
I love everybody all positive energy No one that is a musician should ever diss me My existence is for the rights of all artis,1
All positive energy I got love for everyone Just don’t sneak diss or diss at all I paid the dues for all weirdos,1
I have a problem with sneak disssin,1
I hit Trav earlier today Now he just hit me More threats,1
Drake called me threatening m,1
It’s not about rap It’s about family We have to be close as a family and never let these people infiltrate just for radio spins,1
Family firs,1
Fuck clou,1
Fuck that sickomode song Family first and always,1
It’s what I felt And have been feeling for awhile All positive All lov,1
Perhaps I should have been more like water today,1
All positive energy,1
We should all be on this planet working togeth,1
https://t.co/kdorJkJJqE,1
Trying to kick me while I’m down,1
Our brother is lost and confused,1
If Drake would go at Ye that there is interviews that he loves me then he doesn’t give a fuck about anyon,1
You tried to hurt my pockets,1
You threatened the safety of me and my family,1
Noooooo moooooore fake playing with peoples lives kids and mental health,1
Noooooooo moooooore cap,1
He passes Drakes the crib everyday,1
To the right It’s On sight Saint stays to the righ,1
This clout shit done got outta hand b,1
Trav is my family and let this met throw sneak disses at me for clou,1
I heard Drake had more bars dissing me that were removed,1
I used to bring Travis with me everywhere with me Im an inspiration to both him and Drak,1
Only positive energy,1
I will never put negative energy into a son,1
I will never make a diss record,1
You’re mad at me for something I didn’t d,1
I would never mention your (blank),1
I’m Ye bro Remember that I love you I would never intentionally hurt you That’s what I’ve been saying to you,1
This year has been really tough and you have added to the confusion,1
Leave me and my family alone b,1
But you’re playing into it Why? A false runner??? A beat???,1
You would be so sad if anything ever happened to m,1
Drake this is what they wan,1
This is a man speaking to a man that has been placed in the program to fuck with Kanye West head and set me up,1
These tweets are not emotiona,1
To the right it’s on sight Saint stays to the right b,1
Never threaten north saint and Chicago’s dad b,1
Never threatened north and saint and Chicago’s daddy b,1
Trust god bro God sees all Stop the act Cut the program,1
Fear no man,1
Nobody scared of anything but god,1
Nobody scared of anything but gods,1
Nobody scared of anythin,1
Some true artist are a bit crazy Everybody is not Programed,1
It’s not just you the world stigmatizes is and calls us crazy,1
You are disrespectful to all people with mental health conditions so this is an opportunity for growth,1
Trust God,1
God sees a,1
Please take the devil 👿 up out you b,1
We’re making the world better at all times,1
This is for no ones entertainmen,1
Or the Mandingo part on Jan,1
Drake I’m not going to physically fight you like it’s MTV boxin,1
How you gone be on Trav’s song coming at me. Trav should have never allowed tha,1
How you gone text Kriss but not speak to m,1
We need to show the world that we will speak without someone ending up dead or in ja,1
We need to show people we can talk without people ending up dead or in ja,1
We need to show the world that people can talk without someone ending up dead or in ja,1
I’m up for talking. We need to show all of these fans that black men can@talk without someone ending up dead or in ja,1
Ye never been easy. I navigated these waters before you. That’s why you could be you,1
You try to pick targets you think are easy,1
Talk tough to real gangsters b,1
You say all this shut to me but won’t say none of that to J princ,1
You send emojis,1
Bro stop,1
You get people hurt at concerts,1
You pick@on people with mental health issues,1
You trying to be a bully. I never been bullied in my life and I never will be. That’s why I made it this far in a pink p,1
We both too high profile for you to actually do something to m,1
Snoop is my elder and an inspiration to m,1
There would never be a drake without a Kanye west so never come out your mouth with a threa,1
If I’m bipolar This kind of shit can get me ramped,1
Stop the ac,1
Now it’s a kid in@critical condition,1
Cause we rather act cool than sit and have a conv,1
That’s why black people never get ahead and and we stay controlled,1
You wouldn’t send purple emojis to scooter but you wanna need with your broth,1
I’m your oxygen,1
Don’t ever speak on 350s,1
Now he’s so s,1
I’m the guy with the pink polo that made a way for him,1
When I go through shit he fucks with me and I’m his id,1
When Cudi was in the hospital he sent shots,1
He be texting people I know like it’s cool But won’t sit and talk with m,1
